Term 1	Term 2	Label (Arvind)	Label (Harshit)	Label (Vivek)	Ancestors 1	Ancestors 2	Children 1	Children 2	Object Property 1 	Object Property 2	Datatype Property 1	Datatype Property 2	Score
cmt#ExternalReviewer	iasted#Reviewer	FALSE	FALSE	FALSE	cmt#ExternalReviewer -> cmt#Person	iasted#Reviewer -> iasted#Speaker -> iasted#Delegate -> iasted#Person			cmt#assignedByReviewer -> cmt#Reviewer, cmt#assignExternalReviewer -> cmt#Reviewer	iasted#is_writen_by -> iasted#Review			1.381
edas#Paper	ekaw#Assigned_Paper	FALSE	FALSE	FALSE	edas#Paper -> edas#Document	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	edas#PublishedPaper, edas#PendingPaper, edas#WithdrawnPaper, edas#ActivePaper, edas#AcceptedPaper, edas#RejectedPaper	ekaw#Evaluated_Paper					1.38
cmt#Paper	ekaw#Regular_Paper	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	ekaw#Regular_Paper -> ekaw#Paper -> ekaw#Document					cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.378
ekaw#Regular_Paper	sigkdd#Paper	FALSE	FALSE	FALSE	ekaw#Regular_Paper -> ekaw#Paper -> ekaw#Document	sigkdd#Paper -> sigkdd#Document							1.378
edas#Paper	ekaw#Regular_Paper	FALSE	FALSE	FALSE	edas#Paper -> edas#Document	ekaw#Regular_Paper -> ekaw#Paper -> ekaw#Document							1.378
edas#Paper	ekaw#Submitted_Paper	FALSE	FALSE	FALSE	edas#Paper -> edas#Document	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	edas#PublishedPaper, edas#ActivePaper, edas#WithdrawnPaper, edas#PendingPaper, edas#RejectedPaper, edas#AcceptedPaper	ekaw#Assigned_Paper					1.377
conference#Conference_volume	iasted#Conference_hall	FALSE	FALSE	FALSE	conference#Conference_volume -> conference#Conference	iasted#Conference_hall -> iasted#Place			conference#has_tutorials -> conference#Tutorial, conference#has_parts -> conference#Conference_part, conference#is_part_of_conference_volumes -> conference#Conference_part, conference#is_submitted_at -> conference#Conference_contribution, conference#has_contributions -> conference#Conference_contribution, conference#has_workshops -> conference#Workshop	iasted#speak_in -> iasted#Tutorial_speaker, iasted#is_situated_in -> iasted#Conference_building	conference#has_a_location -> conference#string		1.376
conference#Conference_volume	iasted#Conference_state	FALSE	FALSE	FALSE	conference#Conference_volume -> conference#Conference	iasted#Conference_state -> iasted#State			conference#has_parts -> conference#Conference_part, conference#is_part_of_conference_volumes -> conference#Conference_part	iasted#is_situated_in -> iasted#Conference_building, iasted#is_held_in -> iasted#Conference_activity, iasted#is_situated_in -> iasted#Conference_hotel	conference#has_a_location -> conference#string		1.376
cmt#Chairman	conference#Chair	TRUE	TRUE	TRUE	cmt#Chairman -> cmt#Person	conference#Chair -> conference#Committee_member -> conference#Person			cmt#markConflictOfInterest -> cmt#Paper	conference#has_a_committee_chair -> conference#Committee, conference#was_a_committee_chair_of -> conference#Committee			1.376
edas#ConferenceChair	ekaw#Conference_Participant	FALSE	FALSE	FALSE	edas#ConferenceChair -> edas#Person	ekaw#Conference_Participant -> ekaw#Person			edas#isReviewing -> edas#Paper, edas#isReviewedBy -> edas#Paper, edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call	ekaw#writtenBy -> ekaw#Camera_Ready_Paper			1.375
cmt#Reviewer	conference#Reviewed_contribution	FALSE	FALSE	FALSE	cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	conference#Reviewed_contribution -> conference#Submitted_contribution -> conference#Written_contribution -> conference#Conference_contribution -> conference#Conference_document	cmt#Meta-Reviewer	conference#Accepted_contribution, conference#Rejected_contribution	cmt#writtenBy -> cmt#Review, cmt#writeReview -> cmt#Review, cmt#adjustedBy -> cmt#Bid	conference#has_a_review -> conference#Review, conference#reviews -> conference#Review			1.371
cmt#Paper	iasted#Submission	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	iasted#Submission -> iasted#Document -> iasted#Item	cmt#PaperFullVersion, cmt#PaperAbstract	iasted#Final_manuscript, iasted#Initial_manuscipt	cmt#markConflictOfInterest -> cmt#Chairman, cmt#acceptedBy -> cmt#Administrator, cmt#rejectPaper -> cmt#Administrator, cmt#rejectedBy -> cmt#Administrator, cmt#acceptPaper -> cmt#Administrator, cmt#readByReviewer -> cmt#Reviewer	iasted#is_writen_by -> iasted#Speaker	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.371
edas#ActivePaper	sigkdd#Paper	FALSE	FALSE	FALSE	edas#ActivePaper -> edas#Paper -> edas#Document	sigkdd#Paper -> sigkdd#Document			edas#hasRating -> edas#ReviewRating	sigkdd#submit -> sigkdd#Author			1.37
conference#Conference_proceedings	edas#Conference	FALSE	FALSE	FALSE					conference#issues -> conference#Publisher, conference#has_a_publisher -> conference#Publisher	edas#hasRelatedDocument -> edas#Document, edas#relatesTo -> edas#Document, edas#isMemberOf -> edas#Person, edas#hasMember -> edas#Person	conference#has_a_volume -> conference#int, conference#has_an_ISBN -> conference#string, conference#has_a_name -> conference#string	edas#paperDueOn -> edas#dateTime, edas#registrationDueOn -> edas#dateTime, edas#endDate -> edas#dateTime, edas#startDate -> edas#dateTime, edas#manuscriptDueOn -> edas#dateTime, edas#hasName -> edas#string	1.369
cmt#Conference	conference#Conference_document	FALSE	FALSE	FALSE					cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator, cmt#runPaperAssignmentTools -> cmt#Administrator	conference#has_authors -> conference#Person, conference#contributes -> conference#Person	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date	conference#has_a_date_of_issue -> conference#date	1.367
cmt#Administrator	sigkdd#Author	FALSE	FALSE	FALSE	cmt#Administrator -> cmt#User -> cmt#Person	sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			cmt#acceptedBy -> cmt#Paper, cmt#rejectPaper -> cmt#Paper, cmt#rejectedBy -> cmt#Paper, cmt#acceptPaper -> cmt#Paper, cmt#assignReviewer -> cmt#Reviewer, cmt#assignedByAdministrator -> cmt#Reviewer	sigkdd#submit -> sigkdd#Paper, sigkdd#obtain -> sigkdd#Award			1.367
iasted#Student_registration_fee	sigkdd#Registration_fee	FALSE	FALSE	FALSE	iasted#Student_registration_fee -> iasted#Registration_fee -> iasted#Fee -> iasted#Money	sigkdd#Registration_fee -> sigkdd#Fee						sigkdd#Currency -> sigkdd#string, sigkdd#Price -> sigkdd#int	1.363
cmt#ConferenceMember	conference#Conference_contribution	FALSE	FALSE	FALSE	cmt#ConferenceMember -> cmt#Person	conference#Conference_contribution -> conference#Conference_document	cmt#Reviewer, cmt#Author, cmt#ConferenceChair	conference#Written_contribution, conference#Poster, conference#Presentation	cmt#hasConferenceMember -> cmt#Conference, cmt#memberOfConference -> cmt#Conference	conference#is_submitted_at -> conference#Conference_volume, conference#has_contributions -> conference#Conference_volume			1.362
edas#Paper	iasted#Review	FALSE	FALSE	FALSE	edas#Paper -> edas#Document	iasted#Review -> iasted#Document -> iasted#Item			edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer, edas#isWrittenBy -> edas#Author, edas#hasRelatedPaper -> edas#Author, edas#isTopicOf -> edas#Topic, edas#hasTopic -> edas#Topic	iasted#is_writen_by -> iasted#Reviewer			1.361
cmt#Paper	iasted#Review	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	iasted#Review -> iasted#Document -> iasted#Item			cmt#readByReviewer -> cmt#Reviewer, cmt#markConflictOfInterest -> cmt#Reviewer, cmt#readPaper -> cmt#Reviewer, cmt#assignedTo -> cmt#Reviewer, cmt#hasBeenAssigned -> cmt#Reviewer, cmt#readByMeta-Reviewer -> cmt#Meta-Reviewer	iasted#is_writen_by -> iasted#Reviewer	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.361
edas#ActivePaper	ekaw#Submitted_Paper	FALSE	FALSE	FALSE	edas#ActivePaper -> edas#Paper -> edas#Document	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	edas#RatedPapers	ekaw#Assigned_Paper					1.36
cmt#Chairman	iasted#Speaker	FALSE	FALSE	FALSE	cmt#Chairman -> cmt#Person	iasted#Speaker -> iasted#Delegate -> iasted#Person			cmt#markConflictOfInterest -> cmt#Paper	iasted#is_writen_by -> iasted#Submission, iasted#give -> iasted#Lecture, iasted#write -> iasted#Final_manuscript, iasted#is_prepared_by -> iasted#Transparency, iasted#is_used_by -> iasted#Audiovisual_equipment			1.359
cmt#Paper	ekaw#Poster_Paper	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document					cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.359
ekaw#Poster_Paper	sigkdd#Paper	FALSE	FALSE	FALSE	ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document	sigkdd#Paper -> sigkdd#Document							1.359
edas#Paper	ekaw#Poster_Paper	FALSE	FALSE	FALSE	edas#Paper -> edas#Document	ekaw#Poster_Paper -> ekaw#Paper -> ekaw#Document							1.359
ekaw#Conference	iasted#Conference_activity	FALSE	FALSE	FALSE	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event	iasted#Conference_activity -> iasted#Activity			ekaw#partOfEvent -> ekaw#Conference_Session	iasted#is_held_in -> iasted#Conference_state, iasted#is_held_in -> iasted#Conference_days, iasted#is_paid_for -> iasted#Registration_fee			1.358
cmt#Reviewer	sigkdd#Speaker	FALSE	FALSE	FALSE	cmt#Reviewer -> cmt#ConferenceMember -> cmt#Person, cmt#Reviewer -> cmt#User -> cmt#Person	sigkdd#Speaker -> sigkdd#Person	cmt#Meta-Reviewer	sigkdd#Author, sigkdd#Invited_Speaker	cmt#readByReviewer -> cmt#Paper, cmt#markConflictOfInterest -> cmt#Paper, cmt#readPaper -> cmt#Paper	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document			1.354
confOf#Working_event	edas#AcademicEvent	TRUE	FALSE	TRUE	confOf#Working_event -> confOf#Event	edas#AcademicEvent -> edas#ConferenceEvent	confOf#Workshop, confOf#Conference, confOf#Tutorial	edas#Workshop, edas#TalkEvent, edas#OrganizationalMeeting	confOf#hasTopic -> confOf#Topic	edas#relatesTo -> edas#Document, edas#hasRelatedDocument -> edas#Document, edas#hasCall -> edas#Call, edas#forEvent -> edas#Call	confOf#has_short_title -> confOf#string, confOf#hasVAT -> confOf#string, confOf#location -> confOf#string, confOf#defaultChoice -> confOf#positiveInteger, confOf#has_title -> confOf#string, confOf#minChoice -> confOf#positiveInteger, confOf#maxChoice -> confOf#positiveInteger		1.352
iasted#Non_speaker	sigkdd#Speaker	FALSE	FALSE	FALSE	iasted#Non_speaker -> iasted#Delegate -> iasted#Person	sigkdd#Speaker -> sigkdd#Person	iasted#Student_non_speaker, iasted#Worker_non_speaker	sigkdd#Invited_Speaker, sigkdd#Author	iasted#is_designed_for -> iasted#Nonauthor_registration_fee	sigkdd#presentationed_by -> sigkdd#Document, sigkdd#presentation -> sigkdd#Document			1.351
iasted#Nonmember_registration_fee	sigkdd#Registration_fee	FALSE	FALSE	FALSE	iasted#Nonmember_registration_fee -> iasted#Registration_fee -> iasted#Fee -> iasted#Money	sigkdd#Registration_fee -> sigkdd#Fee			iasted#is_designed_for -> iasted#IASTED_non_member	sigkdd#payed_by -> sigkdd#Person, sigkdd#pay -> sigkdd#Person		sigkdd#Currency -> sigkdd#string, sigkdd#Price -> sigkdd#int	1.35
conference#Committee_member	edas#TPCMember	TRUE	TRUE	TRUE	conference#Committee_member -> conference#Person	edas#TPCMember -> edas#Person			conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee	edas#initiates -> edas#Call, edas#isInitiatedBy -> edas#Call, edas#isReviewedBy -> edas#Paper, edas#isReviewing -> edas#Paper			1.348
cmt#Paper	ekaw#Submitted_Paper	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	cmt#PaperAbstract, cmt#PaperFullVersion	ekaw#Assigned_Paper			cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.348
ekaw#Conference	iasted#Conference_days	FALSE	FALSE	FALSE	ekaw#Conference -> ekaw#Scientific_Event -> ekaw#Event	iasted#Conference_days -> iasted#Time			ekaw#partOfEvent -> ekaw#Conference_Session	iasted#is_held_in -> iasted#Conference_activity, iasted#is_held_after -> iasted#Activity_after_conference, iasted#is_held_before -> iasted#Activity_before_conference, iasted#is_designed_for -> iasted#Delegate			1.347
cmt#Paper	ekaw#Assigned_Paper	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document	cmt#PaperAbstract, cmt#PaperFullVersion	ekaw#Evaluated_Paper			cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.347
ekaw#Conference_Session	iasted#Session	FALSE	TRUE	FALSE	ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Session -> iasted#Lecture -> iasted#Conference_activity -> iasted#Activity	ekaw#Industrial_Session	iasted#Speaker_lecture	ekaw#partOfEvent -> ekaw#Conference	iasted#is_held_in -> iasted#Session_room			1.346
cmt#Conference	conference#Conference_proceedings	FALSE	FALSE	FALSE					cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator, cmt#runPaperAssignmentTools -> cmt#Administrator	conference#issues -> conference#Publisher, conference#has_a_publisher -> conference#Publisher	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date	conference#has_a_volume -> conference#int, conference#has_an_ISBN -> conference#string, conference#has_a_name -> conference#string	1.345
conference#Active_conference_participant	ekaw#Conference_Participant	FALSE	FALSE	FALSE	conference#Active_conference_participant -> conference#Conference_contributor -> conference#Person, conference#Active_conference_participant -> conference#Conference_participant -> conference#Person	ekaw#Conference_Participant -> ekaw#Person			conference#gives_presentations -> conference#Presentation, conference#is_given_by -> conference#Presentation	ekaw#writtenBy -> ekaw#Camera_Ready_Paper			1.343
conference#Committee_member	confOf#Member_PC	TRUE	TRUE	TRUE	conference#Committee_member -> conference#Person	confOf#Member_PC -> confOf#Person			conference#was_a_member_of -> conference#Committee, conference#has_members -> conference#Committee	confOf#reviewes -> confOf#Contribution, confOf#expertOn -> confOf#Topic			1.34
ekaw#Conference_Session	iasted#Conference_building	FALSE	FALSE	FALSE	ekaw#Conference_Session -> ekaw#Session -> ekaw#Scientific_Event -> ekaw#Event	iasted#Conference_building -> iasted#Building -> iasted#Place			ekaw#partOfEvent -> ekaw#Conference	iasted#is_situated_in -> iasted#Conference_state, iasted#is_situated_in -> iasted#Conference_city, iasted#is_situated_in -> iasted#Conference_hall, iasted#is_occupied_by -> iasted#Delegate, iasted#is_situated_in -> iasted#Session_room			1.34
cmt#ProgramCommitteeChair	confOf#Member_PC	FALSE	FALSE	FALSE	cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#Person, cmt#ProgramCommitteeChair -> cmt#ProgramCommitteeMember -> cmt#ConferenceMember -> cmt#Person	confOf#Member_PC -> confOf#Person			cmt#endReview -> cmt#Review	confOf#reviewes -> confOf#Contribution, confOf#expertOn -> confOf#Topic			1.34
cmt#Paper	ekaw#Accepted_Paper	FALSE	FALSE	FALSE	cmt#Paper -> cmt#Document	ekaw#Accepted_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document			cmt#readByReviewer -> cmt#Reviewer, cmt#markConflictOfInterest -> cmt#Reviewer, cmt#readPaper -> cmt#Reviewer, cmt#assignedTo -> cmt#Reviewer, cmt#hasBeenAssigned -> cmt#Reviewer, cmt#readByMeta-Reviewer -> cmt#Meta-Reviewer	ekaw#hasReview -> ekaw#Positive_Review	cmt#paperID -> cmt#unsignedLong, cmt#title -> cmt#string		1.339
edas#Paper	ekaw#Accepted_Paper	FALSE	FALSE	FALSE	edas#Paper -> edas#Document	ekaw#Accepted_Paper -> ekaw#Evaluated_Paper -> ekaw#Assigned_Paper -> ekaw#Submitted_Paper -> ekaw#Paper -> ekaw#Document			edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer, edas#isWrittenBy -> edas#Author, edas#hasRelatedPaper -> edas#Author, edas#isTopicOf -> edas#Topic, edas#hasTopic -> edas#Topic	ekaw#hasReview -> ekaw#Positive_Review			1.339
conference#Steering_committee	sigkdd#Organizing_Committee	FALSE	FALSE	FALSE	conference#Steering_committee -> conference#Committee	sigkdd#Organizing_Committee -> sigkdd#Committee							1.339
cmt#Conference	edas#ConferenceEvent	FALSE	FALSE	FALSE					cmt#paperAssignmentToolsRunBy -> cmt#Administrator, cmt#enterReviewCriteria -> cmt#Administrator, cmt#runPaperAssignmentTools -> cmt#Administrator	edas#hasProgramme -> edas#Programme, edas#belongsToEvent -> edas#Programme	cmt#siteURL -> cmt#anyURI, cmt#acceptsHardcopySubmissions -> cmt#boolean, cmt#logoURL -> cmt#anyURI, cmt#reviewsPerPaper -> cmt#int, cmt#name -> cmt#string, cmt#date -> cmt#date	edas#hasStartDateTime -> edas#dateTime, edas#hasEndDateTime -> edas#dateTime	1.337
confOf#Author	sigkdd#Author_of_paper	FALSE	TRUE	FALSE	confOf#Author -> confOf#Person	sigkdd#Author_of_paper -> sigkdd#Author -> sigkdd#Speaker -> sigkdd#Person			confOf#writes -> confOf#Contribution, confOf#writtenBy -> confOf#Contribution	sigkdd#award -> sigkdd#Best_Research_Paper_Award, sigkdd#award -> sigkdd#Best_Applications_Paper_Award			1.337
conference#Conference_part	confOf#Contribution	FALSE	FALSE	FALSE			conference#Track, conference#Tutorial, conference#Workshop	confOf#Paper, confOf#Poster, confOf#Short_paper	conference#is_a_topis_of_conference_parts -> conference#Topic, conference#has_a_track-workshop-tutorial_topic -> conference#Topic	confOf#dealsWith -> confOf#Topic, confOf#writes -> confOf#Author, confOf#writtenBy -> confOf#Author	conference#has_a_name -> conference#string	confOf#abstract -> confOf#string, confOf#hasTitle -> confOf#string, confOf#remark -> confOf#string, confOf#hasKeyword -> confOf#string, confOf#contactEmail -> confOf#string	1.334
cmt#Review	ekaw#Paper	FALSE	FALSE	FALSE	cmt#Review -> cmt#Document	ekaw#Paper -> ekaw#Document	cmt#Meta-Review	ekaw#Demo_Paper, ekaw#Conference_Paper, ekaw#Submitted_Paper, ekaw#Poster_Paper, ekaw#Workshop_Paper, ekaw#Industrial_Paper	cmt#writtenBy -> cmt#Reviewer, cmt#writeReview -> cmt#Reviewer	ekaw#hasReview -> ekaw#Review, ekaw#reviewOfPaper -> ekaw#Review, ekaw#hasReviewer -> ekaw#Possible_Reviewer, ekaw#reviewerOfPaper -> ekaw#Possible_Reviewer			1.334
edas#Paper	iasted#Submission	TRUE	TRUE	TRUE	edas#Paper -> edas#Document	iasted#Submission -> iasted#Document -> iasted#Item	edas#PublishedPaper, edas#WithdrawnPaper, edas#RejectedPaper	iasted#Initial_manuscipt, iasted#Final_manuscript	edas#isReviewing -> edas#ConferenceChair, edas#isReviewedBy -> edas#ConferenceChair, edas#isReviewedBy -> edas#SessionChair, edas#isReviewing -> edas#SessionChair, edas#isReviewing -> edas#Reviewer, edas#isReviewedBy -> edas#Reviewer	iasted#is_writen_by -> iasted#Speaker			1.333
